60	1,43446703	1,420498084
70	1,283619103	1,396143734
80	1,171891682	1,436911488
90	1,080245615	1,398381295
100	1,000454821	1,385933273
110	0,9260034774	1,382616487
120	0,8598132655	1,363797693
130	0,7925280101	1,425688073
140	0,7367863849	1,374769797
150	0,6784163575	1,316944688
160	0,6281985971	1,307136405
170	0,5801269416	1,337240757
180	0,5309000415	1,314013841
190	0,4901536843	1,305116279
200	0,4511428133	1,325158946
