0,000000	50,000000	11490,000000	3277,000000	100,000000	12395,000000
1,000000	60,000000	11449,000000	2562,000000	80,000000	12013,000000
2,000000	70,000000	11435,000000	2124,000000	81,000000	12277,000000
3,000000	80,000000	11488,000000	1855,000000	91,000000	12452,000000
4,000000	90,000000	11352,000000	1397,000000	56,000000	12491,000000
5,000000	100,000000	11620,000000	1238,000000	60,000000	12428,000000
6,000000	110,000000	11402,000000	1006,000000	39,000000	12382,000000
7,000000	120,000000	11536,000000	892,000000	45,000000	12432,000000
8,000000	130,000000	11540,000000	749,000000	43,000000	12459,000000
9,000000	140,000000	11581,000000	651,000000	38,000000	12256,000000
10,000000	150,000000	11605,000000	570,000000	27,000000	12510,000000
11,000000	160,000000	11603,000000	496,000000	25,000000	12418,000000
12,000000	170,000000	11507,000000	410,000000	19,000000	12347,000000
13,000000	180,000000	11404,000000	356,000000	26,000000	12409,000000
14,000000	190,000000	11702,000000	295,000000	21,000000	12329,000000
15,000000	200,000000	11573,000000	239,000000	9,000000	12744,000000
