70	6,675349922	1,239033124
80	1,878076486	1,166816952
90	1,196456693	1,089825848
100	0,9678407351	0,9953660797
110	0,8245260186	0,8979187314
120	0,6666666667	0,7495238095
130	0,5463414634	0,6216680997
140	0,4083954492	0,5231053604
143,8	0,414358174	0,5227272727
150	0,2868601986	0,4745308311
160	0,2034405385	0,285106383
170	0,114374034	0,1660583942
180	0,05634890004	0,164684355
190	0,02934362934	0,03513513514
200	0,01301684533	0
